,Vo,Mo
1865.0,-1735382932031.4707,-5.9602139987033256e+16
1870.0,-1735646299763.089,-5.961118541448229e+16
1875.0,-1735943376428.3,-5.96213885832815e+16
1880.0,-1736277705274.8875,-5.963287118711965e+16
1885.0,-1736652572305.8628,-5.964574608455255e+16
1890.0,-1737070986786.4954,-5.9660116629512376e+16
1895.0,-1737535662899.5996,-5.967607604125411e+16
1900.0,-1738049002702.7332,-5.969370681901649e+16
1905.0,-1738613080545.9375,-5.97130802068456e+16
1910.0,-1739229629113.9207,-5.973425571421026e+16
1915.0,-1739900027260.6816,-5.975728069817937e+16
1920.0,-1740625289805.849,-5.97821900129747e+16
1925.0,-1741406059459.2566,-5.980900573261852e+16
1930.0,-1742242601032.903,-5.9837736952141976e+16
1935.0,-1743134798087.1082,-5.986837967239652e+16
1940.0,-1744082152139.9717,-5.99009167729026e+16
1945.0,-1745083784546.2126,-5.9935318076378856e+16
1950.0,-1746138441123.6658,-5.997154050764019e+16
1955.0,-1747244499573.8845,-6.000952834846021e+16
1960.0,-1748399979707.7478,-6.0049213588772056e+16
1965.0,-1749602556448.0806,-6.0090516373246584e+16
1970.0,-1750849575540.3455,-6.013334554087973e+16
1975.0,-1752138071861.4424,-6.017759925381263e+16
1980.0,-1753464790177.8772,-6.02231657102759e+16
1985.0,-1754826208169.9858,-6.0269923935362024e+16
1990.0,-1756218561509.5613,-6.031774464232243e+16
1995.0,-1757637870754.1177,-6.0366491156257496e+16
2000.0,-1759079969801.6267,-6.041602039140111e+16
2005.0,-1760540535633.9348,-6.04661838726655e+16
2010.0,-1762015119064.0938,-6.051682879166561e+16
2015.0,-1763499176191.1807,-6.0567799087042344e+16
2020.0,-1764988100255.481,-6.0618936538536456e+16
2025.0,-1766477253577.91,-6.06700818639556e+16
2030.0,-1767961999261.658,-6.07210758079748e+16
2035.0,-1769437732332.3591,-6.077176021165306e+16
2040.0,-1770899909996.7307,-6.082197905167343e+16
2045.0,-1772344080710.1895,-6.087157943867734e+16
2050.0,-1773765911762.867,-6.092041256471275e+16
2055.0,-1775161215120.467,-6.0968334590744616e+16
2060.0,-1776525971289.9873,-6.101520746632874e+16
2065.0,-1777856351018.6548,-6.10608996748669e+16
2070.0,-1779148734676.2305,-6.110528689929673e+16
2075.0,-1780399729214.4343,-6.114825260456718e+16
2080.0,-1781606182640.7412,-6.118968853474451e+16
2085.0,-1782765195985.481,-6.122949512402515e+16
2090.0,-1783874132780.1194,-6.126758182226958e+16
2095.0,-1784930626100.2637,-6.130386733689596e+16
2100.0,-1785932583258.5886,-6.1338279794059864e+16
2105.0,-1786878188259.6125,-6.137075682296408e+16
2110.0,-1787765902149.8,-6.1401245567883016e+16
2115.0,-1788594461413.9014,-6.142970263308459e+16
2120.0,-1789362874582.9421,-6.145609396633082e+16
2125.0,-1790070417231.2913,-6.14803946870509e+16
2130.0,-1790716625550.4563,-6.150258886563174e+16
2135.0,-1791301288697.577,-6.152266926062511e+16
2140.0,-1791824440128.4722,-6.154063702107908e+16
2145.0,-1792286348136.6892,-6.1556501361599384e+16
2150.0,-1792687505824.7825,-6.157027921791069e+16
2155.0,-1793028620723.9124,-6.158199489033914e+16
2160.0,-1793310604248.834,-6.15916796816415e+16
2165.0,-1793534561131.5515,-6.15993715341015e+16
2170.0,-1793701778927.3896,-6.160511466911332e+16
2175.0,-1793813717641.409,-6.160895923089839e+16
2180.0,-1793871999487.9236,-6.161096093479357e+16
2185.0,-1793878398775.2322,-6.161118071983982e+16
2190.0,-1793834831901.2078,-6.160968440517838e+16
2195.0,-1793743347448.889,-6.160654234988148e+16
2200.0,-1793606116378.8408,-6.1601829116106616e+16
2205.0,-1793425422322.0667,-6.159562313570432e+16
2210.0,-1793203651981.0544,-6.158800638053979e+16
2215.0,-1792943285646.1914,-6.157906403677693e+16
2220.0,-1792646887830.6453,-6.1568884183231096e+16
2225.0,-1792317098020.7695,-6.155755747368953e+16
2230.0,-1791956621534.2883,-6.154517682293359e+16
2235.0,-1791568220477.4724,-6.153183709616082e+16
2240.0,-1791154704796.0354,-6.1517634801625736e+16
2245.0,-1790718923422.2808,-6.150266778658667e+16
2250.0,-1790263755532.232,-6.148703493702963e+16
2255.0,-1789792101938.9226,-6.147083588206895e+16
2260.0,-1789306876657.8765,-6.145417070426159e+16
2265.0,-1788810998683.1416,-6.1437139657153144e+16
2270.0,-1788307384003.711,-6.141984289107984e+16
2275.0,-1787798937871.5322,-6.140238018761156e+16
2280.0,-1787288547309.339,-6.1384850702231464e+16
2285.0,-1786779073827.1023,-6.136735271418083e+16
2290.0,-1786273346306.388,-6.1349983382070584e+16
2295.0,-1785774154013.8716,-6.133283850392881e+16
2300.0,-1785284239715.532,-6.131601228070607e+16
2305.0,-1784806292876.6533,-6.129959708272792e+16
2310.0,-1784342942945.652,-6.128368321902627e+16
2315.0,-1783896752729.8918,-6.1268358709830216e+16
2320.0,-1783470211878.78,-6.125370906274144e+16
2325.0,-1783065730493.995,-6.123981705327591e+16
2330.0,-1782685632888.774,-6.122676251052515e+16
2335.0,-1782332151517.662,-6.12146221086721e+16
2340.0,-1782007421094.7864,-6.1203469164981656e+16
2345.0,-1781713472913.0637,-6.119337344469273e+16
2350.0,-1781452229369.9102,-6.118440097300227e+16
2355.0,-1781225498698.11,-6.117661385409581e+16
2360.0,-1781034969894.8994,-6.117007009698554e+16
2365.0,-1780882207839.7524,-6.116482344782959e+16
2370.0,-1780768648593.3823,-6.1160923228475096e+16
2375.0,-1780695594876.7239,-6.115841418118272e+16
2380.0,-1780664211736.8806,-6.115733631977263e+16
2385.0,-1780675522414.8381,-6.11577247877001e+16
2390.0,-1780730404436.4492,-6.115960972379948e+16
2395.0,-1780829585953.8555,-6.116301613662945e+16
2400.0,-1780973642368.1233,-6.1167963788476616e+16
2405.0,-1781162993264.4285,-6.117446709009376e+16
2410.0,-1781397899688.9365,-6.118253500717359e+16
2415.0,-1781678461792.5232,-6.1192170979421784e+16
2420.0,-1782004616860.4312,-6.120337285288505e+16
2425.0,-1782376137737.443,-6.121613282586338e+16
2430.0,-1782792631644.1277,-6.123043740825367e+16
2435.0,-1783253539362.2725,-6.124626739357329e+16
2440.0,-1783758134751.5151,-6.126359784235859e+16
2445.0,-1784305524552.1133,-6.128239807539103e+16
2450.0,-1784894648437.059,-6.130263167548709e+16
2455.0,-1785524279300.3438,-6.132425649739871e+16
2460.0,-1786193023800.8066,-6.134722468649199e+16
2465.0,-1786899323214.7686,-6.137148270803105e+16
2470.0,-1787641454679.682,-6.139697138989146e+16
2475.0,-1788417532932.0542,-6.142362598224973e+16
2480.0,-1789225512653.7903,-6.145137623816887e+16
2485.0,-1790063191539.6028,-6.148014651894946e+16
2490.0,-1790928214183.233,-6.15098559276027e+16
2495.0,-1791818076854.8215,-6.154041847293048e+16
2500.0,-1792730133212.5928,-6.157174326569441e+16
2505.0,-1793661600965.179,-6.1603734747435016e+16
2510.0,-1794609569479.0642,-6.163629295175119e+16
2515.0,-1795571008308.0547,-6.166931379724689e+16
2520.0,-1796542776607.0225,-6.170268941084834e+16
2525.0,-1797521633379.608,-6.173630847976392e+16
2530.0,-1798504248498.7012,-6.177005662998515e+16
2535.0,-1799487214428.7947,-6.180381682889373e+16
2540.0,-1800467058570.6147,-6.183746980924076e+16
2545.0,-1801440256141.3887,-6.1870894511522696e+16
2550.0,-1802403243499.068,-6.1903968541604904e+16
2555.0,-1803352431815.3037,-6.193656864032323e+16
2560.0,-1804284221000.0173,-6.196857116172678e+16
2565.0,-1805195013782.068,-6.199985255668174e+16
2570.0,-1806081229858.839,-6.203028985884227e+16
2575.0,-1806939320042.673,-6.205976117051324e+16
2580.0,-1807765780350.467,-6.208814614656069e+16
2585.0,-1808557166000.5112,-6.211532647513661e+16
2590.0,-1809310105296.302,-6.214118635452181e+16
2595.0,-1810021313389.9534,-6.216561296583352e+16
2600.0,-1810687605927.537,-6.218849694167792e+16
2605.0,-1811305912585.9722,-6.2209732831077736e+16
2610.0,-1811873290517.8174,-6.222921956123695e+16
2615.0,-1812386937727.0876,-6.224686089693629e+16
2620.0,-1812844206403.9226,-6.226256589851568e+16
