,Vo,Mo
1940.0,-1127020599967.5403,-6.572784139010695e+16
1945.0,-1126332649883.8015,-6.568772014122331e+16
1950.0,-1125645326850.5737,-6.5647635461925464e+16
1955.0,-1124959225388.7776,-6.560762202467351e+16
1960.0,-1124274921062.4678,-6.556771339636312e+16
1965.0,-1123592971749.0127,-6.552794211240242e+16
1970.0,-1122913918716.9238,-6.5488339739571e+16
1975.0,-1122238287489.3923,-6.544893692638136e+16
1980.0,-1121566588475.3838,-6.5409763439884376e+16
1985.0,-1120899317353.1326,-6.5370848188034696e+16
1990.0,-1120236955192.6365,-6.533221922683457e+16
1995.0,-1119579968304.3743,-6.529390375151111e+16
2000.0,-1118928807802.0552,-6.525592807101586e+16
2005.0,-1118283908869.084,-6.5218317565244984e+16
2010.0,-1117645689722.3364,-6.5181096624606664e+16
2015.0,-1117014550272.648,-6.5144288571900824e+16
2020.0,-1116390870488.6511,-6.510791556689813e+16
2025.0,-1115775008478.4502,-6.507199849446322e+16
2030.0,-1115167298311.4314,-6.503655683752268e+16
2035.0,-1114568047609.9941,-6.500160853661486e+16
2040.0,-1113977534947.984,-6.496716983816642e+16
2045.0,-1113396007098.6108,-6.4933255133990984e+16
2050.0,-1112823676179.177,-6.48998767947696e+16
2055.0,-1112260716743.1536,-6.486704500046072e+16
2060.0,-1111707262872.8186,-6.483476757074278e+16
2065.0,-1111163405328.2593,-6.480304979874409e+16
2070.0,-1110629188810.8154,-6.477189429144676e+16
2075.0,-1110104609400.556,-6.474130082024042e+16
2080.0,-1109589612227.8127,-6.471126618512604e+16
2085.0,-1109084089437.9043,-6.468178409601858e+16
2090.0,-1108587878505.6643,-6.4652845074450344e+16
2095.0,-1108100760952.2407,-6.462443637873468e+16
2100.0,-1107622461510.9229,-6.4596541955317016e+16
2105.0,-1107152647781.7026,-6.4569142418628904e+16
2110.0,-1106690930406.194,-6.454221506128924e+16
2115.0,-1106236863786.0989,-6.45157338960053e+16
2120.0,-1105789947360.361,-6.4489669730056264e+16
2125.0,-1105349627448.6934,-6.44639902728078e+16
2130.0,-1104915299661.9844,-6.443866027628693e+16
2135.0,-1104486311872.8777,-6.441364170842622e+16
2140.0,-1104061967732.5525,-6.438889395816246e+16
2145.0,-1103641530712.5105,-6.436437407115361e+16
2150.0,-1103224228643.2869,-6.434003701447649e+16
2155.0,-1102809258716.0005,-6.431583596831715e+16
2160.0,-1102395792908.185,-6.429172264240534e+16
2165.0,-1101982983792.755,-6.4267647614793464e+16
2170.0,-1101569970688.12,-6.4243560690531176e+16
2175.0,-1101155886107.8188,-6.4219411277808e+16
2180.0,-1100739862469.1287,-6.419514877919958e+16
2185.0,-1100321039021.8352,-6.417072299575343e+16
2190.0,-1099898568960.3352,-6.414608454176675e+16
2195.0,-1099471626683.7559,-6.412118526819664e+16
2200.0,-1099039415168.9978,-6.409597869265595e+16
2205.0,-1098601173420.6138,-6.40704204338902e+16
2210.0,-1098156183959.9126,-6.4044468648542104e+16
2215.0,-1097703780314.2478,-6.4018084467926936e+16
2220.0,-1097243354466.4181,-6.39912324324815e+16
2225.0,-1096774364223.4423,-6.396388092151115e+16
2230.0,-1096296340463.6033,-6.393600257583734e+16
2235.0,-1095808894220.6489,-6.390757471094825e+16
2240.0,-1095311723564.7866,-6.387857971829835e+16
2245.0,-1094804620242.1693,-6.384900545252332e+16
2250.0,-1094287476038.1788,-6.381884560254659e+16
2255.0,-1093760288834.4724,-6.378810004482643e+16
2260.0,-1093223168334.7168,-6.375677517728068e+16
2265.0,-1092676341438.9408,-6.372488423271903e+16
2270.0,-1092120157251.7538,-6.369244757092229e+16
2275.0,-1091555091715.2529,-6.365949294883355e+16
2280.0,-1090981751862.6389,-6.36260557686291e+16
2285.0,-1090400879692.5192,-6.359217930366771e+16
2290.0,-1089813355665.8619,-6.355791490243307e+16
2295.0,-1089220201826.9337,-6.3523322170546776e+16
2300.0,-1088622584546.1464,-6.3488469130731256e+16
2305.0,-1088021816877.0521,-6.345343236026968e+16
2310.0,-1087419360512.6654,-6.341829710509865e+16
2315.0,-1086816827318.5433,-6.338315736921745e+16
2320.0,-1086215980412.1838,-6.334811597763857e+16
2325.0,-1085618734750.9819,-6.331328461067726e+16
2330.0,-1085027157185.223,-6.327878380704221e+16
2335.0,-1084443465929.227,-6.324474293299252e+16
2340.0,-1083870029402.9525,-6.321130011478019e+16
2345.0,-1083309364397.5282,-6.317860213166384e+16
2350.0,-1082764133520.3605,-6.314680426690742e+16
2355.0,-1082237141878.0435,-6.3116070114327496e+16
2360.0,-1081731332958.12,-6.308657133811756e+16
2365.0,-1081249783673.901,-6.30584873838619e+16
2370.0,-1080795698540.2798,-6.303200513886912e+16
2375.0,-1080372402952.9554,-6.300731854021636e+16
2380.0,-1079983335548.5618,-6.298462812919212e+16
2385.0,-1079632039628.5819,-6.29641405511389e+16
2390.0,-1079322153635.3252,-6.294606800001217e+16
2395.0,-1079057400673.5891,-6.293062760728372e+16
2400.0,-1078841577076.9038,-6.291804077512502e+16
2405.0,-1078678540022.4059,-6.290853245410671e+16
2410.0,-1078572194203.6229,-6.290233036595529e+16
2415.0,-1078526477575.8284,-6.289966417222231e+16
2420.0,-1078545346194.1377,-6.290076459004211e+16
2425.0,-1078632758170.2986,-6.290586245649181e+16
2430.0,-1078792656780.7943,-6.291518774345592e+16
