,Vo,Mo
1895.0,-506515944804.75446,-7597739172071317.0
1900.0,-507610187509.53564,-7614152812643034.0
1905.0,-508750075821.0712,-7631251137316068.0
1910.0,-509935756718.817,-7649036350782255.0
1915.0,-511167177738.497,-7667507666077455.0
1920.0,-512444084486.35834,-7686661267295374.0
1925.0,-513766019959.58606,-7706490299393790.0
1930.0,-515132325664.62305,-7726984884969345.0
1935.0,-516542144503.7325,-7748132167555987.0
1940.0,-517994425379.72455,-7769916380695867.0
1945.0,-519487929449.6482,-7792318941744723.0
1950.0,-521021237940.6841,-7815318569110260.0
1955.0,-522592761425.643,-7838891421384645.0
1960.0,-524200750441.52454,-7863011256622868.0
1965.0,-525843307322.5778,-7887649609838667.0
1970.0,-527518399109.2779,-7912775986639168.0
1975.0,-529223871386.5476,-7938358070798214.0
1980.0,-530957462898.3982,-7964361943475973.0
1985.0,-532716820781.86957,-7990752311728043.0
1990.0,-534499516260.67883,-8017492743910182.0
1995.0,-536303060638.28674,-8044545909574301.0
2000.0,-538124921431.11084,-8071873821466663.0
2005.0,-539962538485.32404,-8099438077279860.0
2010.0,-541813339925.03284,-8127200098875492.0
2015.0,-543674757785.6033,-8155121366784048.0
2020.0,-545544243193.46387,-8183163647901958.0
2025.0,-547419280962.8237,-8211289214442356.0
2030.0,-549297403490.33484,-8239461052355022.0
2035.0,-551176203840.7084,-8267643057610624.0
2040.0,-553053347929.5267,-8295800218942900.0
2045.0,-554926585723.801,-8323898785857015.0
2050.0,-556793761395.9902,-8351906420939852.0
2055.0,-558652822382.9521,-8379792335744281.0
2060.0,-560501827317.3392,-8407527409760089.0
2065.0,-562338952814.9269,-8435084292223903.0
2070.0,-564162499116.8964,-8462437486753445.0
2075.0,-565970894600.8146,-8489563419012218.0
2080.0,-567762699187.5881,-8516440487813821.0
2085.0,-569536606683.7251,-8543049100255875.0
2090.0,-571291446108.5483,-8569371691628224.0
2095.0,-573026182064.3937,-8595392730965905.0
2100.0,-574739914214.1633,-8621098713212450.0
2105.0,-576431875934.839,-8646478139022584.0
2110.0,-578101432217.6903,-8671521483265355.0
2115.0,-579748076886.0156,-8696221153290233.0
2120.0,-581371429199.4548,-8720571437991823.0
2125.0,-582971229910.3971,-8744568448655957.0
2130.0,-584547336832.99,-8768210052494850.0
2135.0,-586099719979.0232,-8791495799685347.0
2140.0,-587628456307.7806,-8814426844616708.0
2145.0,-589133724129.1798,-8837005861937697.0
2150.0,-590615797191.4946,-8859236957872420.0
2155.0,-592075038477.0865,-8881125577156298.0
2160.0,-593511893722.2683,-8902678405834024.0
2165.0,-594926884671.1364,-8923903270067045.0
2170.0,-596320602068.3865,-8944809031025796.0
2175.0,-597693698393.1696,-8965405475897542.0
2180.0,-599046880335.3032,-8985703205029548.0
2185.0,-600380901016.8096,-9005713515252142.0
2190.0,-601696551965.8973,-9025448279488460.0
2195.0,-602994654857.0591,-9044919822855886.0
2200.0,-604276053039.6764,-9064140795595146.0
2205.0,-605541602888.0667,-9083124043321000.0
2210.0,-606792165017.7172,-9101882475265758.0
2215.0,-608028595424.8967,-9120428931373450.0
2220.0,-609251736619.1478,-9138776049287216.0
2225.0,-610462408829.5558,-9156936132443336.0
2230.0,-611661401375.4154,-9174921020631230.0
2235.0,-612849464299.3376,-9192741964490064.0
2240.0,-614027300365.454,-9210409505481808.0
2245.0,-615195557526.8553,-9227933362902830.0
2250.0,-616354821964.5615,-9245322329468424.0
2255.0,-617505611795.1364,-9262584176927044.0
2260.0,-618648371535.683,-9279725573035244.0
2265.0,-619783467403.6625,-9296752011054936.0
2270.0,-620911183515.1953,-9313667752727928.0
2275.0,-622031719029.739,-9330475785446084.0
2280.0,-623145186271.8428,-9347177794077640.0
2285.0,-624251609842.6072,-9363774147639106.0
2290.0,-625350926715.0784,-9380263900726176.0
2295.0,-626442987289.5739,-9396644809343606.0
2300.0,-627527557367.3765,-9412913360510648.0
2305.0,-628604320984.7924,-9429064814771886.0
2310.0,-629672884034.6842,-9445093260520262.0
2315.0,-630732778589.6725,-9460991678845088.0
2320.0,-631783467830.6053,-9476752017459080.0
2325.0,-632824351475.9443,-9492365272139164.0
2330.0,-633854771602.6412,-9507821574039618.0
2335.0,-634874018747.0164,-9523110281205246.0
2340.0,-635881338175.1483,-9538220072627226.0
2345.0,-636875936216.2604,-9553139043243904.0
2350.0,-637856986559.3715,-9567854798390572.0
2355.0,-638823636422.778,-9582354546341670.0
2360.0,-639775012517.3413,-9596625187760120.0
2365.0,-640710226737.5919,-9610653401063878.0
2370.0,-641628381528.7281,-9624425722930922.0
2375.0,-642528574892.0931,-9637928623381396.0
2380.0,-643409905006.0508,-9651148575090762.0
2385.0,-644271474452.8464,-9664072116792696.0
2390.0,-645112394054.5554,-9676685910818332.0
2395.0,-645931786332.2933,-9688976794984400.0
2400.0,-646728788612.1962,-9700931829182942.0
2405.0,-647502555809.1702,-9712538337137552.0
2410.0,-648252262924.9799,-9723783943874696.0
2415.0,-648977107300.9464,-9734656609514196.0
2420.0,-649676310667.4954,-9745144660012430.0
2425.0,-650349121033.1876,-9755236815497814.0
2430.0,-650994814454.9138,-9764922216823706.0
2435.0,-651612696728.8295,-9774190450932442.0
2440.0,-652202105038.5691,-9783031575578536.0
2445.0,-652762409593.4792,-9791436143902188.0
2450.0,-653293015285.2439,-9799395229278658.0
2455.0,-653793363386.4794,-9806900450797190.0
2460.0,-654262933309.8184,-9813943999647274.0
2465.0,-654701244440.7986,-9820518666611978.0
2470.0,-655107858052.6426,-9826617870789638.0
2475.0,-655482379305.8654,-9832235689587980.0
2480.0,-655824459330.6715,-9837366889960072.0
2485.0,-656133797385.3651,-9842006960780476.0
2490.0,-656410143079.5841,-9846152146193760.0
2495.0,-656653298647.1156,-9849799479706734.0
2500.0,-656863121249.4159,-9852946818741238.0
2505.0,-657039525287.761,-9855592879316414.0
2510.0,-657182484699.2184,-9857737270488276.0
2515.0,-657292035209.3658,-9859380528140486.0
2520.0,-657368276512.8779,-9860524147693170.0
2525.0,-657411374351.7567,-9861170615276350.0
2530.0,-657421562460.0605,-9861323436900908.0
2535.0,-657399144343.4972,-9860987165152458.0
2540.0,-657344494862.1306,-9860167422931958.0
2545.0,-657258061584.7157,-9858870923770736.0
2550.0,-657140365883.7772,-9857105488256656.0
2555.0,-656992003741.4591,-9854880056121886.0
2560.0,-656813646237.3722,-9852204693560582.0
2565.0,-656606039691.1063,-9849090595366594.0
2570.0,-656370005433.7483,-9845550081506222.0
2575.0,-656106439184.6033,-9841596587769048.0
2580.0,-655816310011.3573,-9837244650170358.0
2585.0,-655500658854.1378,-9832509882812068.0
2590.0,-655160596596.3385,-9827408948945076.0
2595.0,-654797301667.7103,-9821959525015654.0
2600.0,-654412017168.1349,-9816180257522024.0
2605.0,-654006047503.7499,-9810090712556248.0
2610.0,-653580754530.7836,-9803711317961754.0
2615.0,-653137553206.6702,-9797063298100052.0
2620.0,-652677906752.8622,-9790168601292932.0
2625.0,-652203321339.3302,-9783049820089952.0
2630.0,-651715340307.0896,-9775730104606344.0
2635.0,-651215537952.235,-9768233069283524.0
2640.0,-650705512902.8455,-9760582693542682.0
2645.0,-650186881128.6195,-9752803216929292.0
2650.0,-649661268632.041,-9744919029480616.0
2655.0,-649130303879.0192,-9736954558185286.0
2660.0,-648595610035.9707,-9728934150539560.0
2665.0,-648058797088.8738,-9720881956333106.0
2670.0,-647521453927.4932,-9712821808912398.0
2675.0,-646985140484.3741,-9704777107265612.0
2680.0,-646451380022.9216,-9696770700343824.0
2685.0,-645921651671.6372,-9688824775074558.0
2690.0,-645397383302.1547,-9680960749532318.0
2695.0,-644879944846.9617,-9673199172704424.0
2700.0,-644370642148.6104,-9665559632229156.0
2705.0,-643870711425.8561,-9658060671387840.0
2710.0,-643381314433.7074,-9650719716505610.0
2715.0,-642903534384.0767,-9643553015761150.0
2720.0,-642438372681.928,-9636575590228920.0
2725.0,-641986746518.9342,-9629801197784012.0
2730.0,-641549487353.0691,-9623242310296036.0
2735.0,-641127340288.674,-9616910104330108.0
2740.0,-640720964357.7131,-9610814465365696.0
2745.0,-640330933689.4857,-9604964005342286.0
2750.0,-639957739543.2836,-9599366093149254.0
2755.0,-639601793166.6245,-9594026897499368.0
2760.0,-639263429430.9465,-9588951441464198.0
2765.0,-638942911187.1997,-9584143667807996.0
2770.0,-638640434275.7389,-9579606514136082.0
2775.0,-638356133118.3975,-9575341996775960.0
2780.0,-638090086815.6401,-9571351302234602.0
2785.0,-637842325668.2601,-9567634885023902.0
2790.0,-637612838041.1414,-9564192570617120.0
2795.0,-637401577486.0645,-9561023662290966.0
2800.0,-637208470041.2362,-9558127050618542.0
2805.0,-637033421626.9907,-9555501324404860.0
2810.0,-636876325459.6985,-9553144881895476.0
2815.0,-636737069409.0563,-9551056041135842.0
2820.0,-636615543227.3137,-9549233148409706.0
2825.0,-636511645582.3192,-9547674683734788.0
2830.0,-636425290829.2758,-9546379362439136.0
2835.0,-636356415458.5985,-9545346231878978.0
2840.0,-636304984159.1239,-9544574762386858.0
2845.0,-636270995437.1162,-9544064931556742.0
2850.0,-636254486732.1035,-9543817300981552.0
2855.0,-636255538970.6831,-9543833084560246.0
2860.0,-636274280499.2977,-9544114207489464.0
2865.0,-636310890336.9042,-9544663355053562.0
2870.0,-636365600688.7925,-9545484010331886.0
2875.0,-636438698663.943,-9546580479959144.0
2880.0,-636530527140.6052,-9547957907109078.0
2885.0,-636641484728.5077,-9549622270927616.0
2890.0,-636772024781.4935,-9551580371722402.0
2895.0,-636922653421.5262,-9553839801322892.0
2900.0,-637093926543.9423,-9556408898159132.0
2905.0,-637286445784.4697,-9559296686767046.0
2910.0,-637500853440.7318,-9562512801610976.0
2915.0,-637737826354.4303,-9566067395316454.0
2920.0,-637998068774.8741,-9569971031623112.0
2925.0,-638282304239.5718,-9574234563593576.0
2930.0,-638591266522.9147,-9578868997843720.0
2935.0,-638925689719.168,-9583885345787518.0
2940.0,-639286297540.7521,-9589294463111282.0
2945.0,-639673791926.8973,-9595106878903460.0
2950.0,-640088841070.9371,-9601332616064056.0
